session_id,session_timestamp,utm_campaign,utm_source,utm_medium,page_views,duration_seconds
S100393,2024-09-10 07:12:00,Google Brand Campaign,organic,email,6,283
S100394,2024-10-21 12:05:00,Retargeting Campaign,direct,referral,10,259
S100395,2024-10-15 07:19:00,,facebook,,1,105
S100396,2024-09-26 12:24:00,Google Brand Campaign,direct,cpc,1,185
S100397,2024-09-06 15:54:00,Product Launch 2024,,email,10,107
S100398,2024-10-28 16:58:00,Brand Awareness Q4,google,social,10,496
S100399,2024-09-18 01:59:00,Brand Awareness Q4,,email,9,587
S100400,2024-10-13 01:11:00,Retargeting Campaign,facebook,social,10,157
S100401,2024-10-19 22:52:00,Product Launch 2024,facebook,email,3,587
S100402,2024-09-16 18:53:00,Product Launch 2024,,organic,6,403
S100403,2024-10-19 23:08:00,,,cpc,9,364
S100404,2024-09-04 03:27:00,Lead Generation | DE | Form,facebook,email,10,416
S100405,2024-10-20 10:01:00,,linkedin,referral,8,243
S100406,2024-09-23 17:24:00,Product Launch 2024,google,,10,399
S100407,2024-09-06 19:18:00,Lead Generation | DE | Form,,cpc,2,284
S100408,2024-09-10 12:45:00,,google,,7,334
S100409,2024-09-24 03:05:00,Brand Awareness Q4,linkedin,referral,6,286
S100410,2024-09-07 04:05:00,Lead Generation | DE | Form,direct,referral,9,578
S100411,2024-10-03 13:06:00,Brand Awareness Q4,facebook,email,9,105
S100412,2024-10-09 19:50:00,Retargeting Campaign,direct,cpc,5,433
S100413,2024-09-25 02:46:00,Google Brand Campaign,google,organic,9,183
S100414,2024-10-14 12:10:00,Lead Generation | DE | Form,linkedin,email,5,514
S100415,2024-09-10 02:10:00,Product Launch 2024,linkedin,referral,5,505
S100416,2024-10-21 02:23:00,Retargeting Campaign,google,,8,210
S100417,2024-09-30 03:08:00,Retargeting Campaign,facebook,referral,6,399
S100418,2024-10-22 10:28:00,Retargeting Campaign,direct,,10,149
S100419,2024-09-20 10:38:00,,google,referral,6,191
S100420,2024-09-26 10:18:00,,,,8,599
S100421,2024-10-21 07:20:00,Product Launch 2024,linkedin,referral,6,126
S100422,2024-10-30 18:12:00,Google Brand Campaign,organic,social,9,37
S100423,2024-10-17 14:45:00,Lead Generation | DE | Form,direct,email,2,428
S100424,2024-10-14 15:08:00,,linkedin,social,5,167
S100425,2024-10-16 13:50:00,Product Launch 2024,facebook,referral,10,500
S100426,2024-10-08 12:34:00,Google Brand Campaign,,referral,9,47
S100427,2024-10-21 11:44:00,Google Brand Campaign,organic,,2,121
S100428,2024-10-20 07:42:00,,linkedin,social,10,55
S100429,2024-10-07 20:43:00,,direct,email,7,118
S100430,2024-09-01 03:16:00,Lead Generation | DE | Form,organic,,9,581
S100431,2024-10-08 22:36:00,Lead Generation | DE | Form,direct,email,7,484
S100432,2024-10-20 21:37:00,,organic,social,6,35
S100433,2024-10-01 03:18:00,Product Launch 2024,facebook,cpc,3,366
S100434,2024-09-20 10:29:00,Lead Generation | DE | Form,organic,referral,6,497
S100435,2024-09-07 14:46:00,,direct,email,2,317
S100436,2024-09-03 22:07:00,Brand Awareness Q4,linkedin,,2,178
S100437,2024-10-30 23:15:00,Google Brand Campaign,google,organic,3,348
S100438,2024-10-06 13:29:00,Lead Generation | DE | Form,direct,,3,200
S100439,2024-10-11 21:27:00,Product Launch 2024,facebook,,10,212
S100440,2024-09-29 18:27:00,Product Launch 2024,facebook,,4,220
S100441,2024-09-18 22:51:00,Brand Awareness Q4,organic,cpc,9,201
S100442,2024-09-24 10:12:00,Product Launch 2024,facebook,email,8,550
S100443,2024-10-11 10:38:00,Product Launch 2024,organic,referral,10,126
S100444,2024-09-23 11:54:00,Product Launch 2024,organic,social,5,96
S100445,2024-10-14 04:20:00,Brand Awareness Q4,google,email,2,197
S100446,2024-09-24 22:09:00,Google Brand Campaign,direct,referral,10,151
S100447,2024-10-07 12:27:00,Lead Generation | DE | Form,direct,,9,187
S100448,2024-10-06 05:31:00,Retargeting Campaign,google,social,6,471
S100449,2024-10-10 01:55:00,Retargeting Campaign,facebook,referral,3,209
S100450,2024-10-23 12:35:00,Google Brand Campaign,,referral,7,513
S100451,2024-09-27 22:53:00,Product Launch 2024,direct,social,2,588
S100452,2024-09-02 07:18:00,Brand Awareness Q4,linkedin,social,9,305
S100453,2024-09-11 14:36:00,,direct,organic,9,125
S100454,2024-10-07 03:17:00,Google Brand Campaign,linkedin,organic,1,461
S100455,2024-10-05 06:27:00,Brand Awareness Q4,,,4,314
S100456,2024-10-26 01:28:00,Retargeting Campaign,linkedin,cpc,8,130
S100457,2024-10-20 07:13:00,,organic,,6,448
S100458,2024-09-11 19:08:00,Lead Generation | DE | Form,google,cpc,10,369
S100459,2024-10-05 08:38:00,Google Brand Campaign,google,email,5,306
S100460,2024-10-07 08:54:00,Google Brand Campaign,,cpc,3,431
S100461,2024-10-29 01:17:00,,google,,3,265
S100462,2024-09-10 22:20:00,Lead Generation | DE | Form,,referral,8,155
S100463,2024-10-07 20:17:00,,direct,referral,8,87
S100464,2024-10-11 02:25:00,Google Brand Campaign,,email,6,475
S100465,2024-10-02 10:37:00,Brand Awareness Q4,,cpc,8,376
S100466,2024-10-25 02:50:00,Google Brand Campaign,direct,social,7,226
S100467,2024-10-02 08:20:00,Retargeting Campaign,linkedin,organic,10,143
S100468,2024-10-07 15:50:00,Retargeting Campaign,,cpc,1,111
S100469,2024-10-11 14:01:00,Brand Awareness Q4,google,referral,8,10
S100470,2024-09-28 06:44:00,Lead Generation | DE | Form,,email,3,290
S100471,2024-09-06 20:23:00,Retargeting Campaign,facebook,email,3,63
S100472,2024-09-26 20:19:00,,,social,7,103
S100473,2024-10-16 03:00:00,Lead Generation | DE | Form,direct,cpc,3,241
S100474,2024-10-04 21:28:00,Brand Awareness Q4,facebook,,6,133
S100475,2024-10-26 13:44:00,Lead Generation | DE | Form,direct,cpc,4,402
S100476,2024-09-06 23:51:00,Brand Awareness Q4,facebook,email,6,316
S100477,2024-09-09 12:49:00,Lead Generation | DE | Form,,,3,80
S100478,2024-10-04 18:00:00,Google Brand Campaign,,social,8,369
S100479,2024-10-17 06:40:00,,google,referral,10,463
S100480,2024-10-26 06:05:00,Brand Awareness Q4,google,cpc,10,403
S100481,2024-09-23 13:20:00,Lead Generation | DE | Form,google,email,2,264
S100482,2024-10-06 19:38:00,,organic,email,1,318
S100483,2024-09-14 16:38:00,Google Brand Campaign,google,,7,312
S100484,2024-10-12 01:50:00,Lead Generation | DE | Form,direct,referral,2,256
S100485,2024-10-02 20:38:00,Brand Awareness Q4,organic,cpc,6,334
S100486,2024-09-09 12:55:00,Google Brand Campaign,direct,email,9,186
S100487,2024-10-19 15:49:00,Brand Awareness Q4,facebook,organic,2,24
S100488,2024-09-17 06:02:00,Brand Awareness Q4,direct,organic,5,523
S100489,2024-10-20 13:27:00,,direct,cpc,9,560
S100490,2024-10-10 04:17:00,Brand Awareness Q4,linkedin,cpc,9,218
S100491,2024-10-22 04:34:00,Retargeting Campaign,direct,organic,2,327
S100492,2024-10-15 13:46:00,Lead Generation | DE | Form,facebook,social,2,454
S100493,2024-09-08 14:39:00,Google Brand Campaign,facebook,email,3,132
S100494,2024-09-01 22:08:00,,facebook,social,8,365
S100495,2024-10-04 16:50:00,,linkedin,social,6,139
S100496,2024-10-18 08:46:00,Brand Awareness Q4,facebook,email,7,288
S100497,2024-10-04 02:16:00,,organic,,2,518
S100498,2024-09-30 16:23:00,Brand Awareness Q4,direct,organic,3,386
S100499,2024-09-11 08:49:00,Brand Awareness Q4,organic,,2,243
S100500,2024-10-18 16:00:00,Brand Awareness Q4,facebook,social,1,493
S100501,2024-09-24 12:58:00,Lead Generation | DE | Form,google,cpc,9,439
S100502,2024-09-15 10:15:00,Product Launch 2024,,email,5,89
S100503,2024-10-07 11:07:00,Google Brand Campaign,,cpc,3,238
S100504,2024-10-22 16:02:00,Product Launch 2024,facebook,referral,5,328
S100505,2024-09-21 02:35:00,Product Launch 2024,facebook,email,4,308
S100506,2024-10-07 09:47:00,Google Brand Campaign,google,referral,6,515
S100507,2024-10-20 06:46:00,Google Brand Campaign,google,social,1,429
S100508,2024-09-02 07:34:00,Retargeting Campaign,,,1,353
S100509,2024-09-01 21:24:00,,,email,2,220
S100510,2024-10-04 07:26:00,Product Launch 2024,facebook,social,5,105
S100511,2024-09-03 07:57:00,Google Brand Campaign,direct,,6,479
S100512,2024-10-18 02:37:00,Brand Awareness Q4,organic,social,7,86
S100513,2024-10-08 18:03:00,Product Launch 2024,,social,4,308
S100514,2024-09-17 10:59:00,Product Launch 2024,,,6,335
S100515,2024-09-29 08:14:00,Brand Awareness Q4,google,social,10,121
S100516,2024-09-10 03:10:00,Product Launch 2024,direct,email,7,133
S100517,2024-10-05 11:49:00,Lead Generation | DE | Form,direct,email,8,281
S100518,2024-10-25 03:05:00,Lead Generation | DE | Form,,email,10,51
S100519,2024-09-14 10:09:00,Brand Awareness Q4,,social,6,415
S100520,2024-10-03 01:43:00,Retargeting Campaign,linkedin,social,1,424
S100521,2024-10-25 14:35:00,,organic,social,2,483
S100522,2024-09-07 04:07:00,Brand Awareness Q4,facebook,social,3,212
S100523,2024-10-23 12:23:00,,,,2,275
S100524,2024-10-29 02:01:00,Brand Awareness Q4,google,,8,141
S100525,2024-09-06 10:07:00,Brand Awareness Q4,direct,cpc,3,597
S100526,2024-09-28 23:25:00,Product Launch 2024,facebook,referral,7,186
S100527,2024-09-23 06:58:00,Lead Generation | DE | Form,linkedin,email,8,162
S100528,2024-09-03 19:39:00,Google Brand Campaign,google,,5,520
S100529,2024-09-27 17:30:00,Brand Awareness Q4,facebook,email,7,150
S100530,2024-09-27 06:41:00,Google Brand Campaign,google,,9,29
S100531,2024-09-25 22:22:00,Product Launch 2024,organic,referral,6,589
S100532,2024-10-03 10:24:00,Retargeting Campaign,google,cpc,6,234
S100533,2024-09-02 08:03:00,Product Launch 2024,organic,email,10,248
S100534,2024-09-11 03:15:00,,google,email,9,67
S100535,2024-10-19 07:36:00,Product Launch 2024,linkedin,social,3,252
S100536,2024-10-08 10:51:00,,,email,10,38
S100537,2024-10-16 22:22:00,Google Brand Campaign,organic,social,10,202
S100538,2024-10-24 15:34:00,Retargeting Campaign,google,referral,1,102
S100539,2024-09-04 07:38:00,Lead Generation | DE | Form,facebook,organic,8,10
S100540,2024-09-22 19:12:00,Lead Generation | DE | Form,linkedin,,3,341
S100541,2024-09-04 00:09:00,Google Brand Campaign,,social,2,548
S100542,2024-10-26 11:04:00,Retargeting Campaign,,,7,113
S100543,2024-09-22 09:20:00,Lead Generation | DE | Form,google,,7,508
S100544,2024-10-12 10:11:00,,organic,,10,375
S100545,2024-09-15 21:37:00,Lead Generation | DE | Form,direct,email,5,140
S100546,2024-09-12 23:00:00,,organic,referral,10,43
S100547,2024-09-12 19:20:00,Google Brand Campaign,google,,10,116
S100548,2024-10-30 15:09:00,Retargeting Campaign,,cpc,4,365
S100549,2024-09-21 05:40:00,Brand Awareness Q4,,,6,467
S100550,2024-09-01 08:13:00,Lead Generation | DE | Form,,cpc,6,272
S100551,2024-10-21 03:46:00,Brand Awareness Q4,facebook,referral,8,439
S100552,2024-09-11 13:31:00,Product Launch 2024,linkedin,organic,7,113
S100553,2024-10-24 15:50:00,Google Brand Campaign,,,4,176
S100554,2024-09-29 02:51:00,Brand Awareness Q4,linkedin,cpc,6,277
S100555,2024-09-07 02:21:00,Lead Generation | DE | Form,direct,social,2,570
S100556,2024-10-28 02:21:00,Google Brand Campaign,organic,referral,1,451
S100557,2024-10-12 05:38:00,Product Launch 2024,google,cpc,2,349
S100558,2024-09-14 06:26:00,,organic,,9,281
S100559,2024-10-13 09:19:00,Lead Generation | DE | Form,facebook,cpc,7,595
S100560,2024-10-06 15:09:00,Brand Awareness Q4,linkedin,cpc,7,99
S100561,2024-09-19 21:40:00,Google Brand Campaign,direct,social,2,36
S100562,2024-09-14 05:40:00,Retargeting Campaign,facebook,referral,2,325
S100563,2024-10-21 12:30:00,Product Launch 2024,,email,2,567
S100564,2024-09-25 05:23:00,Product Launch 2024,linkedin,social,8,55
S100565,2024-09-17 14:29:00,Retargeting Campaign,google,email,10,73
S100566,2024-09-10 22:42:00,Brand Awareness Q4,facebook,,6,564
S100567,2024-09-27 18:14:00,Google Brand Campaign,facebook,referral,9,438
S100568,2024-10-05 21:55:00,Product Launch 2024,organic,social,8,316
S100569,2024-09-06 12:57:00,,facebook,organic,10,539
S100570,2024-10-22 18:43:00,Google Brand Campaign,google,cpc,8,187
S100571,2024-09-11 06:51:00,Lead Generation | DE | Form,google,cpc,7,90
S100572,2024-10-14 13:12:00,,google,organic,5,337
S100573,2024-10-29 23:58:00,Brand Awareness Q4,facebook,referral,9,416
S100574,2024-10-06 10:54:00,Retargeting Campaign,organic,referral,1,545
S100575,2024-10-21 13:07:00,Product Launch 2024,google,social,10,112
S100576,2024-10-30 03:36:00,Brand Awareness Q4,linkedin,organic,6,430
S100577,2024-09-17 12:41:00,Product Launch 2024,organic,organic,8,48
S100578,2024-09-12 08:25:00,Lead Generation | DE | Form,organic,organic,7,49
S100579,2024-09-26 10:44:00,Lead Generation | DE | Form,facebook,,8,285
S100580,2024-10-28 11:01:00,Retargeting Campaign,linkedin,email,5,513
S100581,2024-10-25 22:43:00,Brand Awareness Q4,google,social,5,463
S100582,2024-10-20 10:17:00,,direct,organic,2,202
S100583,2024-09-29 06:58:00,Product Launch 2024,,referral,9,392
S100584,2024-10-23 01:32:00,Lead Generation | DE | Form,facebook,email,9,423
S100585,2024-09-09 16:56:00,Google Brand Campaign,facebook,social,4,215
S100586,2024-10-24 01:15:00,Brand Awareness Q4,direct,cpc,6,213
S100587,2024-09-18 11:52:00,Product Launch 2024,organic,referral,2,41
S100588,2024-09-16 11:31:00,Google Brand Campaign,direct,social,8,574
S100589,2024-09-23 11:10:00,Retargeting Campaign,,,2,301
S100590,2024-09-02 12:03:00,Lead Generation | DE | Form,organic,social,4,240
S100591,2024-10-14 06:17:00,,direct,organic,1,19
S100592,2024-10-01 04:41:00,Lead Generation | DE | Form,organic,cpc,4,268
S100593,2024-10-09 09:45:00,,,email,7,395
S100594,2024-10-25 11:29:00,Retargeting Campaign,google,referral,5,543
S100595,2024-10-23 19:25:00,Google Brand Campaign,facebook,cpc,9,393
S100596,2024-10-06 20:38:00,Google Brand Campaign,linkedin,email,2,503
S100597,2024-09-05 10:17:00,,linkedin,email,5,315
S100598,2024-09-13 04:33:00,Lead Generation | DE | Form,facebook,organic,7,337
S100599,2024-10-14 04:46:00,Brand Awareness Q4,,referral,5,275
S100600,2024-10-29 13:25:00,Product Launch 2024,,cpc,10,595
S100601,2024-10-23 06:21:00,,,social,9,497
S100602,2024-10-29 21:22:00,Google Brand Campaign,linkedin,social,9,195
S100603,2024-09-19 03:30:00,Lead Generation | DE | Form,,email,9,197
S100604,2024-10-14 10:41:00,Brand Awareness Q4,google,email,4,324
S100605,2024-09-27 10:23:00,Retargeting Campaign,organic,email,8,130
S100606,2024-10-01 01:55:00,,organic,organic,10,82
S100607,2024-10-01 06:32:00,Brand Awareness Q4,,referral,9,315
S100608,2024-09-27 01:55:00,Lead Generation | DE | Form,google,social,6,429
S100609,2024-10-07 14:09:00,Retargeting Campaign,,social,2,509
S100610,2024-09-22 20:11:00,Retargeting Campaign,,cpc,1,472
S100611,2024-09-18 06:48:00,Lead Generation | DE | Form,organic,social,8,100
S100612,2024-09-09 19:27:00,,direct,referral,7,498
S100613,2024-09-25 00:02:00,Google Brand Campaign,google,,6,24
S100614,2024-10-28 10:48:00,Google Brand Campaign,google,cpc,1,264
S100615,2024-09-15 22:56:00,Retargeting Campaign,linkedin,social,2,402
S100616,2024-10-03 18:19:00,Lead Generation | DE | Form,facebook,cpc,5,307
S100617,2024-09-30 23:33:00,Google Brand Campaign,organic,email,7,147
S100618,2024-09-22 15:22:00,Lead Generation | DE | Form,google,referral,1,243
S100619,2024-09-15 23:08:00,Lead Generation | DE | Form,,cpc,10,526
S100620,2024-09-11 03:23:00,,,cpc,7,271
S100621,2024-10-20 17:39:00,Brand Awareness Q4,organic,cpc,2,30
S100622,2024-09-04 22:07:00,Product Launch 2024,direct,referral,2,570
S100623,2024-09-17 15:44:00,Lead Generation | DE | Form,google,,1,318
S100624,2024-09-27 21:06:00,,organic,email,10,150
S100625,2024-09-27 03:32:00,,organic,cpc,5,126
S100626,2024-10-21 03:31:00,Lead Generation | DE | Form,organic,social,5,545
S100627,2024-09-13 11:45:00,Product Launch 2024,linkedin,social,1,571
S100628,2024-10-02 06:44:00,Product Launch 2024,linkedin,social,1,23
S100629,2024-10-13 02:58:00,Brand Awareness Q4,organic,,8,162
S100630,2024-09-06 16:04:00,,,cpc,5,246
S100631,2024-09-30 09:16:00,Product Launch 2024,facebook,cpc,3,50
S100632,2024-10-25 09:23:00,,linkedin,referral,2,107
S100633,2024-10-25 01:00:00,Lead Generation | DE | Form,,,3,346
S100634,2024-09-23 14:39:00,Retargeting Campaign,,cpc,6,360
S100635,2024-09-12 03:25:00,Product Launch 2024,direct,email,7,499
S100636,2024-10-22 13:41:00,Lead Generation | DE | Form,facebook,social,1,173
S100637,2024-09-07 13:58:00,Google Brand Campaign,direct,organic,8,195
S100638,2024-10-10 12:49:00,Retargeting Campaign,organic,cpc,3,504
S100639,2024-10-29 15:07:00,Product Launch 2024,direct,cpc,2,277
S100640,2024-10-12 10:00:00,,,organic,10,588
S100641,2024-09-15 21:55:00,Retargeting Campaign,organic,organic,10,107
S100642,2024-09-28 21:46:00,Lead Generation | DE | Form,direct,email,7,162
S100643,2024-10-24 17:57:00,Google Brand Campaign,facebook,cpc,3,527
S100644,2024-10-25 15:54:00,Product Launch 2024,google,cpc,8,338
S100645,2024-09-16 10:17:00,Brand Awareness Q4,organic,social,9,397
S100646,2024-09-26 07:05:00,Product Launch 2024,direct,organic,8,100
S100647,2024-10-25 15:28:00,Retargeting Campaign,facebook,referral,1,115
S100648,2024-09-26 13:02:00,Google Brand Campaign,organic,cpc,2,321
S100649,2024-10-27 16:35:00,Lead Generation | DE | Form,,,8,359
S100650,2024-09-24 01:52:00,Lead Generation | DE | Form,direct,email,9,494
S100651,2024-10-16 21:23:00,,direct,cpc,2,237
S100652,2024-09-01 10:22:00,,linkedin,organic,9,392
S100653,2024-10-15 03:02:00,Lead Generation | DE | Form,direct,social,7,119
S100654,2024-09-17 19:12:00,Lead Generation | DE | Form,facebook,referral,4,478
S100655,2024-10-23 06:45:00,Retargeting Campaign,facebook,referral,1,136
S100656,2024-10-20 14:29:00,,organic,organic,3,520
S100657,2024-09-01 16:47:00,Brand Awareness Q4,organic,referral,10,504
S100658,2024-10-30 16:49:00,Lead Generation | DE | Form,,organic,3,141
S100659,2024-09-07 12:42:00,Google Brand Campaign,organic,email,9,403
S100660,2024-09-27 19:58:00,,google,email,7,361
S100661,2024-09-19 14:51:00,Lead Generation | DE | Form,google,referral,10,534
S100662,2024-09-20 22:35:00,Retargeting Campaign,,,9,232
S100663,2024-09-13 06:39:00,,linkedin,,6,145
S100664,2024-10-16 20:11:00,Google Brand Campaign,organic,,6,128
S100665,2024-10-19 11:35:00,Product Launch 2024,organic,organic,7,556
S100666,2024-09-19 13:51:00,Brand Awareness Q4,organic,cpc,1,400
S100667,2024-09-10 01:42:00,Brand Awareness Q4,google,email,3,303
S100668,2024-10-14 08:09:00,Brand Awareness Q4,,email,4,564
S100669,2024-09-03 11:52:00,Product Launch 2024,facebook,organic,9,239
S100670,2024-10-18 20:35:00,Product Launch 2024,google,organic,5,58
S100671,2024-10-30 12:24:00,Product Launch 2024,,email,9,65
S100672,2024-09-01 23:16:00,Lead Generation | DE | Form,organic,referral,4,386
S100673,2024-10-19 18:34:00,,organic,social,4,311
S100674,2024-09-29 05:43:00,Brand Awareness Q4,google,social,9,132
S100675,2024-09-25 01:27:00,Retargeting Campaign,organic,email,3,174
S100676,2024-10-08 08:00:00,Retargeting Campaign,direct,,3,50
S100677,2024-09-10 10:38:00,Brand Awareness Q4,,organic,5,512
S100678,2024-10-21 18:35:00,Retargeting Campaign,facebook,,6,548
S100679,2024-09-15 05:33:00,Brand Awareness Q4,organic,social,7,566
S100680,2024-10-05 12:05:00,Retargeting Campaign,google,social,6,349
S100681,2024-09-24 09:13:00,Google Brand Campaign,organic,referral,9,19
S100682,2024-09-08 21:22:00,Product Launch 2024,google,,10,259
S100683,2024-09-03 21:56:00,Retargeting Campaign,direct,cpc,7,272
S100684,2024-10-05 23:18:00,Brand Awareness Q4,organic,email,9,530
S100685,2024-09-29 15:02:00,Retargeting Campaign,,social,6,536
S100686,2024-09-06 03:10:00,Google Brand Campaign,organic,cpc,2,225
S100687,2024-10-13 20:49:00,Lead Generation | DE | Form,,referral,2,220
S100688,2024-10-05 22:56:00,,direct,,2,167
S100689,2024-09-02 14:45:00,Retargeting Campaign,facebook,cpc,2,65
S100690,2024-09-12 08:35:00,Brand Awareness Q4,organic,social,5,427
S100691,2024-09-25 14:40:00,Product Launch 2024,direct,email,1,408
S100692,2024-10-14 03:34:00,Brand Awareness Q4,,,10,74
S100693,2024-10-19 23:37:00,Brand Awareness Q4,,cpc,6,524
S100694,2024-09-07 09:50:00,,linkedin,organic,2,298
S100695,2024-10-19 14:24:00,Product Launch 2024,,cpc,8,170
S100696,2024-10-05 07:08:00,,direct,organic,5,157
S100697,2024-09-20 21:56:00,,,email,1,576
S100698,2024-10-26 17:09:00,Brand Awareness Q4,facebook,cpc,10,413
S100699,2024-10-05 17:05:00,Retargeting Campaign,google,,6,226
S100700,2024-09-27 20:54:00,Google Brand Campaign,google,social,3,236
S100701,2024-10-10 08:12:00,Brand Awareness Q4,google,,10,65
S100702,2024-10-25 17:29:00,,organic,cpc,5,78
S100703,2024-09-17 03:12:00,,organic,referral,6,375
S100704,2024-09-09 21:41:00,Lead Generation | DE | Form,facebook,email,10,81
S100705,2024-10-28 06:20:00,Product Launch 2024,direct,email,10,323
S100706,2024-10-15 18:09:00,Google Brand Campaign,organic,email,6,448
S100707,2024-09-11 00:20:00,Lead Generation | DE | Form,google,,7,293
S100708,2024-10-24 11:08:00,,,email,8,483
S100709,2024-09-29 11:49:00,Retargeting Campaign,direct,organic,2,189
S100710,2024-10-12 19:05:00,Retargeting Campaign,google,organic,4,279
S100711,2024-10-17 20:04:00,,facebook,cpc,9,41
S100712,2024-10-23 18:37:00,Product Launch 2024,organic,social,1,574
S100713,2024-09-17 17:57:00,Google Brand Campaign,direct,,3,384
S100714,2024-09-26 07:57:00,Google Brand Campaign,,email,3,485
S100715,2024-10-03 16:05:00,Product Launch 2024,linkedin,organic,1,254
S100716,2024-10-25 19:43:00,Lead Generation | DE | Form,organic,social,8,173
S100717,2024-09-12 18:36:00,,google,,8,377
S100718,2024-09-03 07:48:00,Product Launch 2024,google,cpc,5,388
S100719,2024-09-15 01:42:00,Lead Generation | DE | Form,organic,email,7,490
S100720,2024-10-29 14:56:00,Brand Awareness Q4,facebook,,6,115
S100721,2024-10-16 16:40:00,Retargeting Campaign,,email,10,567
S100722,2024-10-07 05:24:00,,direct,email,10,89
S100723,2024-10-04 08:24:00,Lead Generation | DE | Form,organic,referral,6,363
S100724,2024-10-02 15:56:00,Google Brand Campaign,facebook,organic,3,460
S100725,2024-09-11 07:04:00,Google Brand Campaign,,email,4,163
S100726,2024-09-12 05:23:00,Google Brand Campaign,,cpc,4,434
S100727,2024-10-22 10:46:00,Brand Awareness Q4,direct,,8,500
S100728,2024-09-14 18:10:00,,direct,cpc,4,54
S100729,2024-09-09 18:37:00,Lead Generation | DE | Form,google,,9,50
S100730,2024-10-28 18:09:00,Brand Awareness Q4,google,email,3,539
S100731,2024-09-26 19:36:00,,facebook,,5,97
S100732,2024-09-14 14:38:00,Product Launch 2024,direct,social,4,430
S100733,2024-10-09 04:50:00,Google Brand Campaign,google,organic,9,280
S100734,2024-09-11 23:43:00,Retargeting Campaign,direct,organic,10,80
S100735,2024-09-15 12:24:00,Lead Generation | DE | Form,facebook,cpc,4,545
S100736,2024-10-26 16:43:00,Product Launch 2024,google,organic,2,191
S100737,2024-10-01 19:38:00,Brand Awareness Q4,organic,organic,2,105
S100738,2024-10-01 21:08:00,Google Brand Campaign,organic,cpc,7,544
S100739,2024-09-27 11:55:00,Brand Awareness Q4,,organic,7,244
S100740,2024-10-22 15:50:00,Product Launch 2024,linkedin,organic,10,110
S100741,2024-09-28 04:16:00,Product Launch 2024,google,cpc,5,566
S100742,2024-09-27 08:12:00,Brand Awareness Q4,,,1,545
S100743,2024-09-08 16:00:00,Product Launch 2024,,social,6,428
S100744,2024-09-24 03:09:00,Product Launch 2024,,organic,5,277
S100745,2024-10-25 17:27:00,Google Brand Campaign,linkedin,organic,5,416
S100746,2024-10-19 06:26:00,Google Brand Campaign,organic,referral,3,389
S100747,2024-10-06 17:30:00,Retargeting Campaign,linkedin,organic,6,417
S100748,2024-10-18 04:54:00,,facebook,,4,467
S100749,2024-10-21 22:10:00,Brand Awareness Q4,google,organic,7,356
S100750,2024-10-22 17:39:00,,,,1,174
S100751,2024-09-25 20:00:00,Brand Awareness Q4,google,referral,10,455
S100752,2024-09-06 02:16:00,Lead Generation | DE | Form,linkedin,cpc,10,48
S100753,2024-10-17 12:59:00,Product Launch 2024,organic,,9,303
S100754,2024-10-16 19:03:00,Lead Generation | DE | Form,,referral,8,20
S100755,2024-09-13 21:59:00,Google Brand Campaign,linkedin,social,1,532
S100756,2024-10-04 22:14:00,Google Brand Campaign,google,,1,378
S100757,2024-09-16 20:00:00,Lead Generation | DE | Form,facebook,email,7,371
S100758,2024-10-13 12:25:00,Google Brand Campaign,google,organic,1,80
S100759,2024-10-29 02:35:00,Retargeting Campaign,,organic,10,366
S100760,2024-09-23 08:14:00,Google Brand Campaign,google,referral,7,598
S100761,2024-09-01 08:11:00,Product Launch 2024,organic,cpc,9,84
S100762,2024-10-03 09:21:00,Brand Awareness Q4,organic,email,9,598
S100763,2024-09-17 22:28:00,Product Launch 2024,organic,referral,4,357
S100764,2024-10-20 14:43:00,Product Launch 2024,organic,cpc,8,129
S100765,2024-09-17 02:24:00,,google,,4,333
S100766,2024-09-27 11:33:00,Google Brand Campaign,facebook,,5,264
S100767,2024-09-19 02:25:00,,,email,2,577
S100768,2024-10-30 05:30:00,Retargeting Campaign,linkedin,social,10,285
S100769,2024-09-12 23:43:00,Lead Generation | DE | Form,direct,,4,250
S100770,2024-10-18 07:55:00,Retargeting Campaign,google,social,4,265
S100771,2024-10-24 19:22:00,Lead Generation | DE | Form,facebook,cpc,2,514
S100772,2024-10-10 00:48:00,Google Brand Campaign,facebook,referral,6,332
S100773,2024-10-02 18:55:00,Retargeting Campaign,direct,social,9,296
S100774,2024-09-26 07:48:00,Google Brand Campaign,google,cpc,9,443
S100775,2024-10-01 17:02:00,Google Brand Campaign,linkedin,referral,3,478
S100776,2024-09-08 22:33:00,Product Launch 2024,linkedin,,1,22
S100777,2024-10-14 06:24:00,Google Brand Campaign,facebook,email,6,275
S100778,2024-09-12 17:16:00,Lead Generation | DE | Form,linkedin,referral,10,361
S100779,2024-09-24 05:31:00,Product Launch 2024,google,referral,6,383
S100780,2024-10-25 12:17:00,Product Launch 2024,google,organic,3,599
S100781,2024-10-14 07:52:00,Brand Awareness Q4,,email,4,578
S100782,2024-09-28 12:12:00,Lead Generation | DE | Form,,social,8,19
S100783,2024-09-12 13:31:00,Lead Generation | DE | Form,,organic,9,333
S100784,2024-10-21 15:19:00,Retargeting Campaign,organic,organic,1,417
S100785,2024-09-07 22:10:00,Brand Awareness Q4,google,email,8,108
S100786,2024-09-29 23:21:00,Retargeting Campaign,linkedin,email,9,580
S100787,2024-10-30 08:22:00,Brand Awareness Q4,direct,cpc,6,213
