campaign_id,campaign_name,account_id,date,spend,impressions,inline_link_clicks
1009,Brand Awareness Q4,103,2024-10-26,338.86,5949,297
1009,Brand Awareness Q4,103,2024-10-27,413.31,7653,202
1009,Brand Awareness Q4,103,2024-10-28,359.88,3589,275
1009,Brand Awareness Q4,103,2024-10-29,259.0,6573,360
1009,Brand Awareness Q4,103,2024-10-30,437.67,6231,425
1010,Lead Generation | DE | Form,103,2024-09-02,229.42,7070,313
1010,Lead Generation | DE | Form,103,2024-09-03,193.6,8642,112
1010,Lead Generation | DE | Form,103,2024-09-04,161.56,2586,75
1010,Lead Generation | DE | Form,103,2024-09-05,222.87,7850,177
1010,Lead Generation | DE | Form,103,2024-09-08,470.19,6123,147
1010,Lead Generation | DE | Form,103,2024-09-09,274.22,9433,289
1010,Lead Generation | DE | Form,103,2024-09-10,188.84,1379,96
1010,Lead Generation | DE | Form,103,2024-09-12,485.01,4524,348
1010,Lead Generation | DE | Form,103,2024-09-13,72.74,9108,355
1010,Lead Generation | DE | Form,103,2024-09-15,261.76,9793,54
1010,Lead Generation | DE | Form,103,2024-09-16,243.92,5333,422
1010,Lead Generation | DE | Form,103,2024-09-17,231.46,1741,255
1010,Lead Generation | DE | Form,103,2024-09-18,302.82,6939,333
1010,Lead Generation | DE | Form,103,2024-09-19,223.86,8378,441
1010,Lead Generation | DE | Form,103,2024-09-20,421.39,2946,115
1010,Lead Generation | DE | Form,103,2024-09-22,407.7,6555,335
1010,Lead Generation | DE | Form,103,2024-09-24,139.58,9341,255
1010,Lead Generation | DE | Form,103,2024-09-25,70.39,3245,415
1010,Lead Generation | DE | Form,103,2024-09-26,263.18,8487,126
1010,Lead Generation | DE | Form,103,2024-09-27,281.98,6373,363
1010,Lead Generation | DE | Form,103,2024-09-28,226.83,5902,353
1010,Lead Generation | DE | Form,103,2024-09-29,422.73,9721,300
1010,Lead Generation | DE | Form,103,2024-09-30,184.91,1272,238
1010,Lead Generation | DE | Form,103,2024-10-01,99.32,7824,348
1010,Lead Generation | DE | Form,103,2024-10-02,454.45,1436,355
1010,Lead Generation | DE | Form,103,2024-10-03,485.18,4728,419
1010,Lead Generation | DE | Form,103,2024-10-04,266.2,9589,372
1010,Lead Generation | DE | Form,103,2024-10-05,398.57,7229,125
1010,Lead Generation | DE | Form,103,2024-10-06,158.99,2800,147
1010,Lead Generation | DE | Form,103,2024-10-07,191.16,3481,261
1010,Lead Generation | DE | Form,103,2024-10-08,234.67,8726,496
1010,Lead Generation | DE | Form,103,2024-10-09,377.33,3262,315
1010,Lead Generation | DE | Form,103,2024-10-10,196.27,8837,319
1010,Lead Generation | DE | Form,103,2024-10-11,480.51,8531,322
1010,Lead Generation | DE | Form,103,2024-10-12,209.43,5331,362
1010,Lead Generation | DE | Form,103,2024-10-13,480.8,5571,335
1010,Lead Generation | DE | Form,103,2024-10-14,473.67,5876,444
1010,Lead Generation | DE | Form,103,2024-10-15,143.28,9011,212
1010,Lead Generation | DE | Form,103,2024-10-16,302.22,5480,197
1010,Lead Generation | DE | Form,103,2024-10-17,354.48,7220,252
1010,Lead Generation | DE | Form,103,2024-10-18,479.57,3399,198
1010,Lead Generation | DE | Form,103,2024-10-19,479.89,2294,227
1010,Lead Generation | DE | Form,103,2024-10-21,386.3,4505,153
1010,Lead Generation | DE | Form,103,2024-10-22,172.01,5450,120
1010,Lead Generation | DE | Form,103,2024-10-23,383.4,4920,174
1010,Lead Generation | DE | Form,103,2024-10-24,457.33,4697,376
1010,Lead Generation | DE | Form,103,2024-10-25,95.09,6411,417
1010,Lead Generation | DE | Form,103,2024-10-26,356.54,3252,52
1010,Lead Generation | DE | Form,103,2024-10-29,343.8,8793,294
1010,Lead Generation | DE | Form,103,2024-10-30,390.16,5706,214
1011,Retargeting Campaign,103,2024-09-01,76.62,2465,383
1011,Retargeting Campaign,103,2024-09-02,290.82,1611,139
1011,Retargeting Campaign,103,2024-09-03,426.92,1595,478
1011,Retargeting Campaign,103,2024-09-04,272.92,5742,498
1011,Retargeting Campaign,103,2024-09-05,184.28,2758,221
1011,Retargeting Campaign,103,2024-09-06,495.09,9901,318
1011,Retargeting Campaign,103,2024-09-07,472.35,9261,289
1011,Retargeting Campaign,103,2024-09-08,413.97,6417,133
1011,Retargeting Campaign,103,2024-09-09,341.73,4050,57
1011,Retargeting Campaign,103,2024-09-10,405.85,4164,139
1011,Retargeting Campaign,103,2024-09-11,337.43,7643,473
1011,Retargeting Campaign,103,2024-09-12,197.57,7567,392
1011,Retargeting Campaign,103,2024-09-13,491.76,8822,215
1011,Retargeting Campaign,103,2024-09-15,222.61,8319,435
1011,Retargeting Campaign,103,2024-09-16,198.33,1187,183
1011,Retargeting Campaign,103,2024-09-17,361.75,2017,391
1011,Retargeting Campaign,103,2024-09-18,188.06,7642,401
1011,Retargeting Campaign,103,2024-09-19,452.8,6095,403
1011,Retargeting Campaign,103,2024-09-20,462.26,5833,238
1011,Retargeting Campaign,103,2024-09-21,148.61,3188,294
1011,Retargeting Campaign,103,2024-09-22,386.48,7121,262
1011,Retargeting Campaign,103,2024-09-23,460.76,9806,460
1011,Retargeting Campaign,103,2024-09-24,148.29,5054,398
1011,Retargeting Campaign,103,2024-09-25,442.91,2341,319
1011,Retargeting Campaign,103,2024-09-26,366.69,2279,338
1011,Retargeting Campaign,103,2024-09-27,422.95,9281,153
1011,Retargeting Campaign,103,2024-09-28,117.43,6375,487
1011,Retargeting Campaign,103,2024-09-29,102.31,4365,417
1011,Retargeting Campaign,103,2024-09-30,90.92,9361,278
1011,Retargeting Campaign,103,2024-10-01,254.04,9409,262
1011,Retargeting Campaign,103,2024-10-02,75.98,8575,394
1011,Retargeting Campaign,103,2024-10-03,375.48,7487,180
1011,Retargeting Campaign,103,2024-10-04,385.61,2196,73
1011,Retargeting Campaign,103,2024-10-05,365.17,9866,80
1011,Retargeting Campaign,103,2024-10-07,470.2,1519,196
1011,Retargeting Campaign,103,2024-10-08,396.04,7887,241
1011,Retargeting Campaign,103,2024-10-10,441.33,7184,242
1011,Retargeting Campaign,103,2024-10-11,483.86,9835,118
1011,Retargeting Campaign,103,2024-10-12,206.5,3924,325
1011,Retargeting Campaign,103,2024-10-13,107.31,4648,477
1011,Retargeting Campaign,103,2024-10-14,60.23,5888,287
1011,Retargeting Campaign,103,2024-10-15,295.0,9715,244
1011,Retargeting Campaign,103,2024-10-16,161.38,6671,129
1011,Retargeting Campaign,103,2024-10-17,471.83,2848,66
1011,Retargeting Campaign,103,2024-10-18,238.66,1256,173
1011,Retargeting Campaign,103,2024-10-19,95.4,1550,278
1011,Retargeting Campaign,103,2024-10-20,366.48,1797,175
1011,Retargeting Campaign,103,2024-10-21,231.02,4839,326
1011,Retargeting Campaign,103,2024-10-22,438.68,1924,121
1011,Retargeting Campaign,103,2024-10-23,180.17,6224,345
1011,Retargeting Campaign,103,2024-10-24,352.64,6253,171
1011,Retargeting Campaign,103,2024-10-25,114.47,9540,163
1011,Retargeting Campaign,103,2024-10-26,173.82,3869,370
1011,Retargeting Campaign,103,2024-10-27,300.13,1768,226
1011,Retargeting Campaign,103,2024-10-29,403.61,6222,406
1011,Retargeting Campaign,103,2024-10-30,117.15,7167,144
1012,Product Launch 2024,103,2024-09-01,263.08,4692,203
1012,Product Launch 2024,103,2024-09-03,258.36,1944,337
1012,Product Launch 2024,103,2024-09-04,237.43,9683,118
1012,Product Launch 2024,103,2024-09-05,164.75,6411,381
1012,Product Launch 2024,103,2024-09-06,252.4,7079,97
1012,Product Launch 2024,103,2024-09-07,423.23,1844,187
1012,Product Launch 2024,103,2024-09-08,322.24,1647,497
1012,Product Launch 2024,103,2024-09-09,412.09,4555,295
1012,Product Launch 2024,103,2024-09-10,458.16,5967,57
1012,Product Launch 2024,103,2024-09-11,135.51,2922,432
1012,Product Launch 2024,103,2024-09-13,159.17,4350,253
1012,Product Launch 2024,103,2024-09-15,398.98,7236,288
1012,Product Launch 2024,103,2024-09-16,211.67,5285,234
1012,Product Launch 2024,103,2024-09-17,273.77,2615,461
1012,Product Launch 2024,103,2024-09-19,427.88,4328,239
1012,Product Launch 2024,103,2024-09-20,70.57,4625,429
1012,Product Launch 2024,103,2024-09-21,167.35,7841,201
1012,Product Launch 2024,103,2024-09-22,198.44,7223,341
1012,Product Launch 2024,103,2024-09-23,274.69,6530,181
1012,Product Launch 2024,103,2024-09-24,269.88,9037,285
1012,Product Launch 2024,103,2024-09-25,407.74,3773,121
1012,Product Launch 2024,103,2024-09-26,269.74,9882,378
1012,Product Launch 2024,103,2024-09-28,427.58,2217,468
1012,Product Launch 2024,103,2024-09-29,393.95,7756,120
1012,Product Launch 2024,103,2024-09-30,154.15,3474,54
1012,Product Launch 2024,103,2024-10-01,255.2,1990,366
1012,Product Launch 2024,103,2024-10-02,470.26,8916,387
1012,Product Launch 2024,103,2024-10-03,52.98,7739,56
1012,Product Launch 2024,103,2024-10-04,374.99,9777,196
1012,Product Launch 2024,103,2024-10-05,415.92,8054,462
1012,Product Launch 2024,103,2024-10-07,463.12,9591,126
1012,Product Launch 2024,103,2024-10-08,328.9,5135,467
1012,Product Launch 2024,103,2024-10-09,407.72,2294,241
1012,Product Launch 2024,103,2024-10-11,159.44,4700,203
1012,Product Launch 2024,103,2024-10-12,431.54,1519,97
1012,Product Launch 2024,103,2024-10-13,219.73,8798,78
1012,Product Launch 2024,103,2024-10-14,366.28,2354,305
1012,Product Launch 2024,103,2024-10-15,340.21,6427,339
1012,Product Launch 2024,103,2024-10-20,455.57,8790,188
1012,Product Launch 2024,103,2024-10-21,83.46,5593,328
1012,Product Launch 2024,103,2024-10-22,64.81,6152,58
1012,Product Launch 2024,103,2024-10-24,388.51,7525,89
1012,Product Launch 2024,103,2024-10-25,303.78,7375,396
1012,Product Launch 2024,103,2024-10-27,390.02,3292,454
1012,Product Launch 2024,103,2024-10-29,275.36,6666,77
1012,Product Launch 2024,103,2024-10-30,154.46,2245,224
