"city","year","ad_id_request_update_date","app_latest_version","app_live_date","studio_name","project_code","app_name","platform","ad_network","device","ad_unit_type","ad_size","ad_unit_id","store_id_bundle_id","app_orientation","impressions_week0","impressions_week1","revenue_week0","revenue_week1","sessions_week0","sessions_week1","comment"
CD,2015,2015-05-07,V1.0,2015-06-08,Maker Labs (Black Belt Clown),MLABS1046,Little Red Riding Hood's Bakery Story - Cupcake Maker Salon Game,iOS,Mopub,Phone,Interstitial,"480x320","7542ece54beb43dea4f9cdcbfc0f4a35","991697261",Landscape,2299,4318,1077,2364,13150,31079,
CD,2015,2015-05-07,V1.0,2015-06-08,Maker Labs (Black Belt Clown),MLABS1046,Little Red Riding Hood's Bakery Story - Cupcake Maker Salon Game,iOS,Mopub,Tablet,Banner,"728x90","5df051d562b7410a930d351dd8d317cc","991697261",Landscape,9003,25802,1037,3078,13150,31079,
CD,2015,2015-05-07,V1.0,2015-06-08,Maker Labs (Black Belt Clown),MLABS1046,Little Red Riding Hood's Bakery Story - Cupcake Maker Salon Game,iOS,Mopub,Tablet,Interstitial,"1024x768","9011526e86a74ac3824ef46e073b502b","991697261",Landscape,6057,11659,2750,6860,13150,31079,
CD,2015,2015-05-07,V1.0,2015-06-13,Slushy Inc,SLUSHY3010,"Cake Shop Mania - Cake Decorate! Make Cupcake, birthday cake",iOS,Admob,Phone,Banner,,ca-app-pub-5457984420199695/3264401760,"991696160",Landscape,711,12521,71,1399,635,9722,
CD,2015,2015-05-07,V1.0,2015-06-13,Slushy Inc,SLUSHY3010,"Cake Shop Mania - Cake Decorate! Make Cupcake, birthday cake",iOS,Admob,Phone,Interstitial,,ca-app-pub-5457984420199695/6217868161,"991696160",Landscape,55,923,7,604,635,9722,
CD,2015,2015-05-07,V1.0,2015-06-13,Slushy Inc,SLUSHY3010,"Cake Shop Mania - Cake Decorate! Make Cupcake, birthday cake",iOS,Admob,Tablet,Banner,,ca-app-pub-5457984420199695/4741134962,"991696160",Landscape,3373,30992,316,3066,635,9722,
CD,2015,2015-05-07,V1.0,2015-06-13,Slushy Inc,SLUSHY3010,"Cake Shop Mania - Cake Decorate! Make Cupcake, birthday cake",iOS,Admob,Tablet,Interstitial,,ca-app-pub-5457984420199695/7694601364,"991696160",Landscape,141,1298,167,479,635,9722,
CD,2015,2015-05-07,V1.0,2015-06-13,Slushy Inc,SLUSHY3010,"Cake Shop Mania - Cake Decorate! Make Cupcake, birthday cake",iOS,Mopub,Phone,Banner,,"88afc9619a524226abd3349c7b829ffa","991696160",Landscape,102,3490,19,813,635,9722,
CD,2015,2015-05-07,V1.0,2015-06-13,Slushy Inc,SLUSHY3010,"Cake Shop Mania - Cake Decorate! Make Cupcake, birthday cake",iOS,Mopub,Phone,Cross Promo,,"4f9820e974ba4170b08da228f3f203c8","991696160",Landscape,,,,,635,9722,
CD,2015,2015-05-07,V1.0,2015-06-13,Slushy Inc,SLUSHY3010,"Cake Shop Mania - Cake Decorate! Make Cupcake, birthday cake",iOS,Mopub,Phone,Interstitial,,"66cdf7042c2a48ddb3aba8b382e08227","991696160",Landscape,19,485,14,267,635,9722,
CD,2015,2015-05-07,V1.0,2015-06-13,Slushy Inc,SLUSHY3010,"Cake Shop Mania - Cake Decorate! Make Cupcake, birthday cake",iOS,Mopub,Tablet,Banner,,"132f4a40af164f84911acce2b1ee005f","991696160",Landscape,206,4959,27,882,635,9722,
CD,2015,2015-05-07,V1.0,2015-06-13,Slushy Inc,SLUSHY3010,"Cake Shop Mania - Cake Decorate! Make Cupcake, birthday cake",iOS,Mopub,Tablet,Cross Promo,,a65154d08a044feaa8babef9d60605bc,"991696160",Landscape,,,,,635,9722,
CD,2015,2015-05-07,V1.0,2015-06-13,Slushy Inc,SLUSHY3010,"Cake Shop Mania - Cake Decorate! Make Cupcake, birthday cake",iOS,Mopub,Tablet,Interstitial,,"7be4712876ec44f2802454e9b471bf57","991696160",Landscape,132,1159,40,603,635,9722,
CD,2015,2015-05-04,V1.0,2015-06-02,Cooking Entertainment Ltd,COOK0012,Breakfast Food Maker - DIY Cookbook™ Cooking Fever,iOS,Admob,Phone,Banner,"480x32",ca-app-pub-1640034090628848/2814341018,"950971044",Landscape,8741,11235,1314,1583,11901,21609,
CD,2015,2015-05-04,V1.0,2015-06-02,Cooking Entertainment Ltd,COOK0012,Breakfast Food Maker - DIY Cookbook™ Cooking Fever,iOS,Admob,Phone,Interstitial,"480x320",ca-app-pub-1640034090628848/2814341018,"950971044",Landscape,704,876,300,360,11901,21609,
CD,2015,2015-05-04,V1.0,2015-06-02,Cooking Entertainment Ltd,COOK0012,Breakfast Food Maker - DIY Cookbook™ Cooking Fever,iOS,Admob,Tablet,Banner,"728x90",ca-app-pub-1640034090628848/4291074216,"950971044",Landscape,23789,37472,1942,4340,11901,21609,
CD,2015,2015-05-04,V1.0,2015-06-02,Cooking Entertainment Ltd,COOK0012,Breakfast Food Maker - DIY Cookbook™ Cooking Fever,iOS,Admob,Tablet,Interstitial,"1024x768",ca-app-pub-1640034090628848/7244540619,"950971044",Landscape,1283,1813,417,446,11901,21609,
CD,2015,2015-05-04,V1.0,2015-06-02,Cooking Entertainment Ltd,COOK0012,Breakfast Food Maker - DIY Cookbook™ Cooking Fever,iOS,Mopub,Phone,Banner,"320x50","1b7095e4601e44b6a2b5730196d68fe9","950971044",Landscape,3874,8455,873,2950,11901,21609,
CD,2015,2015-05-04,V1.0,2015-06-02,Cooking Entertainment Ltd,COOK0012,Breakfast Food Maker - DIY Cookbook™ Cooking Fever,iOS,Mopub,Phone,Interstitial,"480x320",ec083b02f20a4950bd49e462ce2be07e,"950971044",Landscape,801,1114,366,981,11901,21609,
CD,2015,2015-05-04,V1.0,2015-06-02,Cooking Entertainment Ltd,COOK0012,Breakfast Food Maker - DIY Cookbook™ Cooking Fever,iOS,Mopub,Tablet,Banner,"728x90",dddabdee38bb45f2affbc4babd4402c2,"950971044",Landscape,5806,13208,1062,2711,11901,21609,
CD,2015,2015-05-04,V1.0,2015-06-02,Cooking Entertainment Ltd,COOK0012,Breakfast Food Maker - DIY Cookbook™ Cooking Fever,iOS,Mopub,Tablet,Interstitial,"1024x768",dddabdee38bb45f2affbc4babd4402c2,"950971044",Landscape,1172,2111,816,1833,11901,21609,
CD,2015,2015-04-27,V1.0,2015-05-29,Big Bear Entertainment,BIGB2085G,Hidden Objects - House of Time Travel,Google Play,Admob,Phone,Banner,,,net.bigbearentertainment.android_hog_timetravel,Landscape,112,1509,2,21,,,
CD,2015,2015-04-27,V1.0,2015-05-29,Big Bear Entertainment,BIGB2085G,Hidden Objects - House of Time Travel,Google Play,Admob,Phone,Interstitial,,,net.bigbearentertainment.android_hog_timetravel,Landscape,66,903,5,287,,,
CD,2015,2015-04-27,V1.0,2015-05-29,Big Bear Entertainment,BIGB2085G,Hidden Objects - House of Time Travel,Google Play,Admob,Tablet,Banner,,,net.bigbearentertainment.android_hog_timetravel,Landscape,33,1618,0,79,,,
CD,2015,2015-04-27,V1.0,2015-05-29,Big Bear Entertainment,BIGB2085G,Hidden Objects - House of Time Travel,Google Play,Admob,Tablet,Interstitial,,,net.bigbearentertainment.android_hog_timetravel,Landscape,12,889,2,273,,,
CD,2015,2015-04-27,V1.0,2015-05-29,Big Bear Entertainment,BIGB2085G,Hidden Objects - House of Time Travel,Google Play,Mopub,Phone,Banner,,,net.bigbearentertainment.android_hog_timetravel,Landscape,74,1018,6,111,,,IDs in MYST
CD,2015,2015-04-21,V1.0,2015-05-24,Hug n Hearts,HUGS1140G,Baby Zebra SPA,Google Play,Admob,Tablet,Interstitial,,,,,,,,,,,
CD,2015,2015-04-27,V1.0,2015-05-29,Big Bear Entertainment,BIGB2085G,Hidden Objects - House of Time Travel,Google Play,Mopub,Phone,Interstitial,,,net.bigbearentertainment.android_hog_timetravel,Landscape,80,825,19,525,,,IDs in MYST
CD,2015,2015-04-27,V1.0,2015-05-29,Big Bear Entertainment,BIGB2085G,Hidden Objects - House of Time Travel,Google Play,Mopub,Tablet,Banner,,,net.bigbearentertainment.android_hog_timetravel,Landscape,3,1280,1,92,,,IDs in MYST
CD,2015,2015-04-27,V1.0,2015-05-29,Big Bear Entertainment,BIGB2085G,Hidden Objects - House of Time Travel,Google Play,Mopub,Tablet,Interstitial,,,net.bigbearentertainment.android_hog_timetravel,Landscape,17,724,5,515,,,IDs in MYST
CD,2015,2015-04-27,V1.1,2015-08-12,Big Bear Entertainment,BIGB2099G,Hidden Objects - Wellness Program,Google Play,Admob,Phone,Banner,"480x32",ca-app-pub-6224915926910166/8592881532,net.bigbearentertainment.android_hog_wellnessprogram,Landscape,645,1850,27,9,1259,2513,App removed
CD,2015,2015-04-27,V1.1,2015-08-12,Big Bear Entertainment,BIGB2099G,Hidden Objects - Wellness Program,Google Play,Admob,Tablet,Banner,"728x90",ca-app-pub-6224915926910166/1069614738,net.bigbearentertainment.android_hog_wellnessprogram,Landscape,541,1161,24,58,1259,2513,App removed
CD,2015,2015-04-27,V1.1,2015-08-12,Big Bear Entertainment,BIGB2099G,Hidden Objects - Wellness Program,Google Play,Mopub,Phone,Banner,"320x50","370ac70b277649078f53186d30db0bca",net.bigbearentertainment.android_hog_wellnessprogram,Landscape,625,1404,47,123,1259,2513,App removed
CD,2015,2015-04-27,V1.1,2015-08-12,Big Bear Entertainment,BIGB2099G,Hidden Objects - Wellness Program,Google Play,Mopub,Tablet,Banner,"728x90","90cb17aba8de4e61bfe557d04c65da08",net.bigbearentertainment.android_hog_wellnessprogram,Landscape,483,1215,32,85,1259,2513,App removed
CD,2015,2015-04-27,V1.0,2015-06-01,Dress Up Media,DUM2211G,Cyber Friends Alien Dress SPA,Google Play,Admob,Phone,Banner,,ca-app-pub-7659980029396159/7891280828,com.dressupmedia.android_funnyalienplay,Portrait,105309,221715,1749,3274,592,863,
CD,2015,2015-04-27,V1.0,2015-06-01,Dress Up Media,DUM2211G,Cyber Friends Alien Dress SPA,Google Play,Admob,Phone,Interstitial,,ca-app-pub-7659980029396159/9368014024,com.dressupmedia.android_funnyalienplay,Portrait,4048,9397,608,3223,592,863,
CD,2015,2015-04-27,V1.0,2015-06-01,Dress Up Media,DUM2211G,Cyber Friends Alien Dress SPA,Google Play,Admob,Tablet,Banner,,ca-app-pub-7659980029396159/1844747221,com.dressupmedia.android_funnyalienplay,Portrait,98894,193332,2009,4088,592,863,
CD,2015,2015-04-27,V1.0,2015-06-01,Dress Up Media,DUM2211G,Cyber Friends Alien Dress SPA,Google Play,Admob,Tablet,Interstitial,,ca-app-pub-7659980029396159/3321480424,com.dressupmedia.android_funnyalienplay,Portrait,3109,5613,502,771,592,863,
CD,2015,2015-04-27,V1.0,2015-06-01,Dress Up Media,DUM2211G,Cyber Friends Alien Dress SPA,Google Play,Mopub,Phone,Banner,,a339344b1e6a4c3baab2ab436c5a40b7,com.dressupmedia.android_funnyalienplay,Portrait,,,,,592,863,
CD,2015,2015-04-27,V1.0,2015-06-01,Dress Up Media,DUM2211G,Cyber Friends Alien Dress SPA,Google Play,Mopub,Phone,Cross Promo,,"278fdca2a42c4bf19b272f13e2edc3c0",com.dressupmedia.android_funnyalienplay,Portrait,,,,,592,863,
CD,2015,2015-04-27,V1.0,2015-06-01,Dress Up Media,DUM2211G,Cyber Friends Alien Dress SPA,Google Play,Mopub,Phone,Interstitial,,c5c2b4028a6b4a32a6b7fffad549682c,com.dressupmedia.android_funnyalienplay,Portrait,,,,,592,863,
CD,2015,2015-04-27,V1.0,2015-06-01,Dress Up Media,DUM2211G,Cyber Friends Alien Dress SPA,Google Play,Mopub,Tablet,Banner,,ef1d8becb3e44387a1e9e8c399a78bb8,com.dressupmedia.android_funnyalienplay,Portrait,,,,,592,863,
CD,2015,2015-04-27,V1.0,2015-06-01,Dress Up Media,DUM2211G,Cyber Friends Alien Dress SPA,Google Play,Mopub,Tablet,Cross Promo,,ea3e1eb5567743088a786fea1eac909d,com.dressupmedia.android_funnyalienplay,Portrait,,,,,592,863,
CD,2015,2015-04-27,V1.0,2015-06-01,Dress Up Media,DUM2211G,Cyber Friends Alien Dress SPA,Google Play,Mopub,Tablet,Interstitial,,"6690940ceea4484b9a1b7faab7b299d5",com.dressupmedia.android_funnyalienplay,Portrait,,,,,592,863,
CD,2015,2015-04-27,V1.0,2015-05-19,Hug n Hearts,HUGS2001G,Fashion Doll - Spring Collections,Google Play,Admob,Phone,Banner,,,com.hugsnhearts.android_springcollections,Portrait,,,,,,,
CD,2015,2015-04-27,V1.0,2015-05-19,Hug n Hearts,HUGS2001G,Fashion Doll - Spring Collections,Google Play,Admob,Phone,Interstitial,,,com.hugsnhearts.android_springcollections,Portrait,,,,,,,
CD,2015,2015-04-27,V1.0,2015-05-19,Hug n Hearts,HUGS2001G,Fashion Doll - Spring Collections,Google Play,Admob,Tablet,Banner,,,com.hugsnhearts.android_springcollections,Portrait,,,,,,,
CD,2015,2015-04-27,V1.0,2015-05-19,Hug n Hearts,HUGS2001G,Fashion Doll - Spring Collections,Google Play,Admob,Tablet,Interstitial,,,com.hugsnhearts.android_springcollections,Portrait,,,,,,,
CD,2015,2015-04-27,V1.0,2015-05-19,Hug n Hearts,HUGS2001G,Fashion Doll - Spring Collections,Google Play,Mopub,Phone,Banner,,,com.hugsnhearts.android_springcollections,Portrait,702,5309,31,344,,,
CD,2015,2015-04-27,V1.0,2015-05-19,Hug n Hearts,HUGS2001G,Fashion Doll - Spring Collections,Google Play,Mopub,Phone,Interstitial,,,com.hugsnhearts.android_springcollections,Portrait,0,0,0,0,,,No traffic at Week 0
CD,2015,2015-04-27,V1.0,2015-05-19,Hug n Hearts,HUGS2001G,Fashion Doll - Spring Collections,Google Play,Mopub,Tablet,Banner,,,com.hugsnhearts.android_springcollections,Portrait,0,0,0,0,,,No traffic at Week 0
CD,2015,2015-04-27,V1.0,2015-05-19,Hug n Hearts,HUGS2001G,Fashion Doll - Spring Collections,Google Play,Mopub,Tablet,Interstitial,,,com.hugsnhearts.android_springcollections,Portrait,0,0,0,0,,,No traffic at Week 0
CD,2015,2015-04-27,V1.0,2015-06-30,Macy Gone Crazy,MACY3097,Super Dad Adventure - My Crazy Family,iOS,Admob,Phone,Banner,,ca-app-pub-6054390658294518/2535607987,"983118109",Landscape,2879,6691,140,513,2450,7528,
CD,2015,2015-04-27,V1.0,2015-06-30,Macy Gone Crazy,MACY3097,Super Dad Adventure - My Crazy Family,iOS,Admob,Phone,Interstitial,,ca-app-pub-6054390658294518/4012341180,"983118109",Landscape,293,653,219,237,2450,7528,
CD,2015,2015-04-27,V1.0,2015-06-30,Macy Gone Crazy,MACY3097,Super Dad Adventure - My Crazy Family,iOS,Admob,Tablet,Banner,,ca-app-pub-6054390658294518/5489074381,"983118109",Landscape,8110,24418,535,1599,2450,7528,
CD,2015,2015-04-27,V1.0,2015-06-30,Macy Gone Crazy,MACY3097,Super Dad Adventure - My Crazy Family,iOS,Admob,Tablet,Interstitial,,ca-app-pub-6054390658294518/6965807585,"983118109",Landscape,522,872,114,428,2450,7528,
CD,2015,2015-04-27,V1.0,2015-06-30,Macy Gone Crazy,MACY3097,Super Dad Adventure - My Crazy Family,iOS,Mopub,Phone,Banner,,c0892435531e454dba861b914f732f47,"983118109",Landscape,719,2745,81,490,2450,7528,
CD,2015,2015-04-27,V1.0,2015-06-30,Macy Gone Crazy,MACY3097,Super Dad Adventure - My Crazy Family,iOS,Mopub,Phone,Cross Promo,,af7b6a442c044c0e833d9cfed64fec3a,"983118109",Landscape,,,,,2450,7528,
CD,2015,,,2015-05-01,Doll and Dollies,DND2054,,iOS,Admob,Tablet,Interstitial,,,,,,,,,,,
CD,2015,2015-04-27,V1.0,2015-06-30,Macy Gone Crazy,MACY3097,Super Dad Adventure - My Crazy Family,iOS,Mopub,Phone,Interstitial,,df2c8537f9e04ea682dc927b2f409f28,"983118109",Landscape,222,740,118,356,2450,7528,
CD,2015,2015-04-27,V1.0,2015-06-30,Macy Gone Crazy,MACY3097,Super Dad Adventure - My Crazy Family,iOS,Mopub,Tablet,Banner,,b801e4eb74734756b0b6c9322f6ed8de,"983118109",Landscape,513,1450,96,311,2450,7528,
CD,2015,2015-04-27,V1.0,2015-06-30,Macy Gone Crazy,MACY3097,Super Dad Adventure - My Crazy Family,iOS,Mopub,Tablet,Cross Promo,,"879813a6dbd4481a9aaecc2a47b50fb0","983118109",Landscape,,,,,2450,7528,
CD,2015,2015-04-27,V1.0,2015-06-30,Macy Gone Crazy,MACY3097,Super Dad Adventure - My Crazy Family,iOS,Mopub,Tablet,Interstitial,,fe3d7325781e4ce1992e81e0fa184a31,"983118109",Landscape,421,881,183,461,2450,7528,
CD,2015,2015-04-24,V1.1,2015-05-24,Big Bear Entertainment,BIGB2073G,Hidden Objects - Farm Secret,Google Play,Admob,Phone,Banner,"480x32",ca-app-pub-6224915926910166/7750228330,net.bigbearentertainment.android_hog_farmvillage,Landscape,5,1674,0,32,,,
CD,2015,2015-04-24,V1.1,2015-05-24,Big Bear Entertainment,BIGB2073G,Hidden Objects - Farm Secret,Google Play,Admob,Tablet,Banner,"728x90",ca-app-pub-6224915926910166/9226961534,net.bigbearentertainment.android_hog_farmvillage,Landscape,5,1318,20,7,,,
CD,2015,2015-04-24,V1.1,2015-05-24,Big Bear Entertainment,BIGB2073G,Hidden Objects - Farm Secret,Google Play,Mopub,Phone,Banner,"320x50",d8b043cd06174d38b5756f133bf5b937,net.bigbearentertainment.android_hog_farmvillage,Landscape,0,1564,0,134,,,
CD,2015,2015-04-24,V1.1,2015-05-24,Big Bear Entertainment,BIGB2073G,Hidden Objects - Farm Secret,Google Play,Mopub,Tablet,Banner,"728x90",aef74c98fc2744e9bb71cec2f4fb445f,net.bigbearentertainment.android_hog_farmvillage,Landscape,0,2084,0,176,,,
CD,2015,2015-04-23,V1.0,2015-06-09,Frozen Network Inc.,FROZ1032G,Pet Friends Rescue Adventure,Google Play,Admob,Phone,Banner,,ca-app-pub-3936287096221747/7423866915,com.frozennetworkinc.android_babyherofrozen,Landscape,223,8466,19,146,2781,6675,
CD,2015,2015-04-23,V1.0,2015-06-09,Frozen Network Inc.,FROZ1032G,Pet Friends Rescue Adventure,Google Play,Admob,Phone,Interstitial,,ca-app-pub-3936287096221747/1377333314,com.frozennetworkinc.android_babyherofrozen,Landscape,8108,580,232,27,2781,6675,
CD,2015,2015-04-23,V1.0,2015-06-09,Frozen Network Inc.,FROZ1032G,Pet Friends Rescue Adventure,Google Play,Admob,Tablet,Banner,,ca-app-pub-3936287096221747/8900600113,com.frozennetworkinc.android_babyherofrozen,Landscape,240,15735,83,401,2781,6675,
CD,2015,2015-04-23,V1.0,2015-06-09,Frozen Network Inc.,FROZ1032G,Pet Friends Rescue Adventure,Google Play,Admob,Tablet,Interstitial,,ca-app-pub-3936287096221747/2854066510,com.frozennetworkinc.android_babyherofrozen,Landscape,3717,586,88,100,2781,6675,
CD,2015,2015-04-23,V1.0,2015-06-09,Frozen Network Inc.,FROZ1032G,Pet Friends Rescue Adventure,Google Play,Mopub,Phone,Banner,,"083e2c262d5b463fb7e8408245abda08",com.frozennetworkinc.android_babyherofrozen,Landscape,1030,2738,85,333,2781,6675,
CD,2015,2015-04-23,V1.0,2015-06-09,Frozen Network Inc.,FROZ1032G,Pet Friends Rescue Adventure,Google Play,Mopub,Phone,Cross Promo,,fea3002a602a4bd1ad709a4282ec61b4,com.frozennetworkinc.android_babyherofrozen,Landscape,,,,,2781,6675,
CD,2015,2015-04-23,V1.0,2015-06-09,Frozen Network Inc.,FROZ1032G,Pet Friends Rescue Adventure,Google Play,Mopub,Phone,Interstitial,,"0912afb460bb448c96e487793d5e52d6",com.frozennetworkinc.android_babyherofrozen,Landscape,230,499,71,254,2781,6675,
CD,2015,2015-04-23,V1.0,2015-06-09,Frozen Network Inc.,FROZ1032G,Pet Friends Rescue Adventure,Google Play,Mopub,Tablet,Banner,,"92501b107b8748b5b1aa7b18e9e1d717",com.frozennetworkinc.android_babyherofrozen,Landscape,1831,4033,145,401,2781,6675,
CD,2015,2015-04-23,V1.0,2015-06-09,Frozen Network Inc.,FROZ1032G,Pet Friends Rescue Adventure,Google Play,Mopub,Tablet,Cross Promo,,"61b381d6558b4a85bdf17a010d74d70e",com.frozennetworkinc.android_babyherofrozen,Landscape,,,,,2781,6675,
CD,2015,2015-04-23,V1.0,2015-06-09,Frozen Network Inc.,FROZ1032G,Pet Friends Rescue Adventure,Google Play,Mopub,Tablet,Interstitial,,"9127d8722c6f451bb96c6d1966c420e4",com.frozennetworkinc.android_babyherofrozen,Landscape,193,600,73,233,2781,6675,
CD,2015,2015-04-22,V1.1,2015-05-29,Big Bear Entertainment,BIGB2072G,Hidden Objects - Mystery Diary,Google Play,Admob,Phone,Banner,,,net.bigbearentertainment.android_hog_mysterydiary,Landscape,88,1657,0,18,,,App removed
CD,2015,2015-04-22,V1.1,2015-05-29,Big Bear Entertainment,BIGB2072G,Hidden Objects - Mystery Diary,Google Play,Admob,Tablet,Banner,,,net.bigbearentertainment.android_hog_mysterydiary,Landscape,46,2211,0,165,,,App removed
CD,2015,2015-04-22,V1.1,2015-05-29,Big Bear Entertainment,BIGB2072G,Hidden Objects - Mystery Diary,Google Play,Mopub,Phone,Banner,,,net.bigbearentertainment.android_hog_mysterydiary,Landscape,60,939,5,85,,,App removed
CD,2015,2015-04-22,V1.1,2015-05-29,Big Bear Entertainment,BIGB2072G,Hidden Objects - Mystery Diary,Google Play,Mopub,Tablet,Banner,,,net.bigbearentertainment.android_hog_mysterydiary,Landscape,36,1129,3,93,,,App removed
CD,2015,2015-04-22,V1.1,2015-05-14,Big Bear Entertainment,BIGB2079G,Hidden Objects - The Housewives,Google Play,Admob,Phone,Banner,,,net.bigbearentertainment.android_hog_housewives,Landscape,285,2266,1,9,,,
CD,2015,2015-04-22,V1.1,2015-05-14,Big Bear Entertainment,BIGB2079G,Hidden Objects - The Housewives,Google Play,Admob,Tablet,Banner,,,net.bigbearentertainment.android_hog_housewives,Landscape,49,3079,0,55,,,
CD,2015,2015-04-22,V1.1,2015-05-14,Big Bear Entertainment,BIGB2079G,Hidden Objects - The Housewives,Google Play,Mopub,Phone,Banner,,,net.bigbearentertainment.android_hog_housewives,Landscape,58,1661,3,128,,,
CD,2015,2015-04-22,V1.1,2015-05-14,Big Bear Entertainment,BIGB2079G,Hidden Objects - The Housewives,Google Play,Mopub,Tablet,Banner,,,net.bigbearentertainment.android_hog_housewives,Landscape,27,2635,3,205,,,
CD,2015,2015-04-21,V1.0,2015-05-29,Baby Play Inc,BPLAY4301,Kids ColorBook: Bedtime Stories Little Mermaid - Educational Coloring & Painting Game Design for Kids and Toddler,iOS,Mopub,Phone,Banner,,,"986641333",Landscape,0,853,0,123,,,
CD,2015,2015-04-21,V1.0,2015-05-29,Baby Play Inc,BPLAY4301,Kids ColorBook: Bedtime Stories Little Mermaid - Educational Coloring & Painting Game Design for Kids and Toddler,iOS,Mopub,Phone,Interstitial,,,"986641333",Landscape,0,163,0,170,,,
CD,2015,2015-04-21,V1.0,2015-05-29,Baby Play Inc,BPLAY4301,Kids ColorBook: Bedtime Stories Little Mermaid - Educational Coloring & Painting Game Design for Kids and Toddler,iOS,Mopub,Tablet,Banner,,,"986641333",Landscape,0,1566,0,188,,,
CD,2015,2015-04-21,V1.0,2015-05-29,Baby Play Inc,BPLAY4301,Kids ColorBook: Bedtime Stories Little Mermaid - Educational Coloring & Painting Game Design for Kids and Toddler,iOS,Mopub,Tablet,Interstitial,,,"986641333",Landscape,0,452,0,528,,,
CD,2015,2015-04-21,V1.0,2015-05-24,Hug n Hearts,HUGS1140G,Baby Zebra SPA,Google Play,Mopub,Phone,Interstitial,,,com.hugsnhearts.android_babyzebraspa,Landscape,0,54,0,15,,,
CD,2015,2015-04-21,V1.0,2015-05-24,Hug n Hearts,HUGS1140G,Baby Zebra SPA,Google Play,Mopub,Tablet,Banner,,,com.hugsnhearts.android_babyzebraspa,Landscape,0,643,0,68,,,
CD,2015,2015-04-21,V1.0,2015-05-24,Hug n Hearts,HUGS1140G,Baby Zebra SPA,Google Play,Mopub,Tablet,Interstitial,,,com.hugsnhearts.android_babyzebraspa,Landscape,0,122,0,34,,,
CD,2015,2015-04-21,V1.0,2015-05-15,Kids Food Games Inc.,KFOOD3012G,Cake Maker - Food Decorate & Kids Cooking Game!,Google Play,Admob,Phone,Banner,,ca-app-pub-5335043419633557/1212515424,com.kidsfoodinc.android_make_cakefourkf,Portrait,136,9944,0,148,,,
CD,2015,2015-04-21,V1.0,2015-05-15,Kids Food Games Inc.,KFOOD3012G,Cake Maker - Food Decorate & Kids Cooking Game!,Google Play,Admob,Phone,Interstitial,,ca-app-pub-5335043419633557/4165981829,com.kidsfoodinc.android_make_cakefourkf,Portrait,1,339,0,29,,,
CD,2015,2015-04-21,V1.0,2015-05-15,Kids Food Games Inc.,KFOOD3012G,Cake Maker - Food Decorate & Kids Cooking Game!,Google Play,Admob,Tablet,Banner,,ca-app-pub-5335043419633557/2689248620,com.kidsfoodinc.android_make_cakefourkf,Portrait,118,13760,0,125,,,
CD,2015,2015-04-21,V1.0,2015-05-15,Kids Food Games Inc.,KFOOD3012G,Cake Maker - Food Decorate & Kids Cooking Game!,Google Play,Admob,Tablet,Interstitial,,ca-app-pub-5335043419633557/7119448223,com.kidsfoodinc.android_make_cakefourkf,Portrait,1,353,0,54,,,
CD,2015,2015-04-21,V1.0,2015-05-15,Kids Food Games Inc.,KFOOD3012G,Cake Maker - Food Decorate & Kids Cooking Game!,Google Play,Mopub,Phone,Banner,,,com.kidsfoodinc.android_make_cakefourkf,Portrait,15,2945,1,254,,,
CD,2015,2015-04-21,V1.0,2015-05-15,Kids Food Games Inc.,KFOOD3012G,Cake Maker - Food Decorate & Kids Cooking Game!,Google Play,Mopub,Phone,Interstitial,,,com.kidsfoodinc.android_make_cakefourkf,Portrait,0,371,0,94,,,
CD,2015,2015-04-21,V1.0,2015-05-15,Kids Food Games Inc.,KFOOD3012G,Cake Maker - Food Decorate & Kids Cooking Game!,Google Play,Mopub,Tablet,Banner,,,com.kidsfoodinc.android_make_cakefourkf,Portrait,13,3989,1,283,,,
CD,2015,2015-04-21,V1.0,2015-05-15,Kids Food Games Inc.,KFOOD3012G,Cake Maker - Food Decorate & Kids Cooking Game!,Google Play,Mopub,Tablet,Interstitial,,,com.kidsfoodinc.android_make_cakefourkf,Portrait,0,302,0,172,,,
CD,2015,2015-04-21,V1.0,2015-05-18,Maker Labs (Black Belt Clown),MLABS1045,Breakfast Maker- Kids Cooking Game,iOS,Admob,Phone,Banner,"480x32",ca-app-pub-7597994417326274/4264012145,"985504012",Landscape,24105,33570,1777,3199,,,
CD,2015,2015-04-21,V1.0,2015-05-18,Maker Labs (Black Belt Clown),MLABS1045,Breakfast Maker- Kids Cooking Game,iOS,Admob,Phone,Interstitial,"480x320",ca-app-pub-7597994417326274/7217478548,"985504012",Landscape,3365,5512,556,1704,,,
CD,2015,2015-04-21,V1.0,2015-05-18,Maker Labs (Black Belt Clown),MLABS1045,Breakfast Maker- Kids Cooking Game,iOS,Admob,Tablet,Banner,"728x90",ca-app-pub-7597994417326274/5740745345,"985504012",Landscape,86641,155252,7677,14128,,,
CD,2015,2015-04-21,V1.0,2015-05-18,Maker Labs (Black Belt Clown),MLABS1045,Breakfast Maker- Kids Cooking Game,iOS,Admob,Tablet,Interstitial,"1024x768",ca-app-pub-7597994417326274/8694211746,"985504012",Landscape,11356,21337,1192,5908,,,
CD,2015,2015-04-21,V1.0,2015-05-18,Maker Labs (Black Belt Clown),MLABS1045,Breakfast Maker- Kids Cooking Game,iOS,Mopub,Phone,Banner,"320x50","4156f6a35d2346abb05c039fe526aa82","985504012",Landscape,7771,21441,1191,3707,,,
